Park Name,County,Park Identifier,MH Spaces,Phone,Address,Operater
SANTIAGO HEMET VALLEY LLC,RIVERSIDE,33-0355-MP,1.0,(909) 658-0218,"525 N GILBERT ST, HEMET, CA 92543",SANTIAGO HEMET VALLEY LLC
EDEN ROC SOUTH MOBILE VILLAS,RIVERSIDE,33-0356-MP,122.0,(909) 925-1015,"332 N LYON ST, HEMET, CA 92543",EGAN
CORONA WEST MHP,RIVERSIDE,33-0357-MP,101.0,(909) 737-7979,"995 POMONA RD, CORONA, CA 92877",CORONA WEST ASSOCIATES LP
COUNTRY HIGHLANDS,RIVERSIDE,33-0358-MP,181.0,(714) 845-6460,"1444 MICHIGAN AVE, BEAUMONT, CA 92223",COUNTRY HIGHLANDS MHC LP
CHIRIACO SUMMIT TP,RIVERSIDE,33-0362-MP,16.0,(714) 845-6460,"GENERAL DELIVERY, CHIRIACO SUMMIT, CA 92201",JOSEPH L CHIRIACO INC
COUNTRY SQUIRE MOBILE ESTATES,RIVERSIDE,33-0363-MP,107.0,(909) 242-2817,"26871 ALESSANDRO BLVD, MORENO VALLEY, CA 92555",SAFETY INVESTMENT COMPANY
TRADEWINDS MOBILE LODGE,RIVERSIDE,33-0364-MP,82.0,(909) 654-2416,"455 E 7TH ST, SAN JACINTO, CA 92583",J & H ASSET PROPERTY MANAGEMENT
MISSION VILLAGE MHP,RIVERSIDE,33-0365-MP,217.0,(909) 654-2416,"3700 BUCHANAN ST, RIVERSIDE, CA 92503",CPI MISSION VILLAGE OWNER LLC
BLYTHE MARINA ESTATES,RIVERSIDE,33-0366-MP,60.0,(951) 245-0700,"3600 COLORADO RIVER RD, BLYTHE, CA 92225",BLYTHE MARINA MOBILE ESTATES LLC
TUCALOTA SPRINGS TP,RIVERSIDE,33-0368-MP,0.0,(909) 767-1983,"41601 BENTON RD, HEMET, CA 92544",R FAM INVESTMENTS INC
TWO SPRINGS RESORT,RIVERSIDE,33-0370-MP,0.0,(909) 767-1983,"14 200 N INDIAN AVE, N PALM SPRINGS, CA 92258",TWO SPRINGS RESORT
DESERT PALMS MHC,RIVERSIDE,33-0371-MP,222.0,(909) 925-3010,"1097 N STATE ST, HEMET, CA 92543",1097 NORTH STATE LLC
OASIS MOBILE HOME PARK,RIVERSIDE,33-0372-MP,17.0,(909) 767-1983,"45922 E FLORIDA AVE, HEMET, CA 92544",WILDER
CANYON HOMES,RIVERSIDE,33-0373-MP,52.0,(951) 245-0160,"21601 CANYON DRIVE, WILDOMAR, CA 92595",CANYON HOMES LLC
DATE PALM CC,RIVERSIDE,33-0374-MP,538.0,(909) 767-1983,"36-200 DATE PALM DR, CATHEDRAL CITY, CA 92234",MANUFACTURED HOME COMMUNITIES INC
SANTIAGO ESTATES SUNNYMEAD,RIVERSIDE,33-0375-MP,202.0,(909) 242-6158,"25350 SANTIAGO DR, MORENO VALLEY, CA 92551",SANTIAGO ESTATES SUNNYMEAD
SKY VALLEY MH\RV PARK,RIVERSIDE,33-0377-MP,133.0,(619) 325-8518,"74 711 DILLON RD, DESERT HOT SPRINGS, CA 92241",SKY VALLEY MOBILEHOME & RV PARK INC
VILLA DEL SOL MH ESTATES,RIVERSIDE,33-0378-MP,197.0,(951) 925-1916,"2205 W ACACIA AVE, HEMET, CA 92545",VILLA DEL SOL PARK LLC
PLAYLAND PARK,RIVERSIDE,33-0380-MP,0.0,(909) 925-1919,"16730 GRAND AVE, LAKE ELSINORE, CA 92530",MRMC
PALM SPRINGS OASIS RV RESORT,RIVERSIDE,33-0381-MP,0.0,(909) 925-1919,"36-100 DATE PALM DR, CATHEDRAL CITY, CA 92234",MHC OPERATING LIMITED PARTNERSHIP COMMUNITY SYSTEMS
VILLA MAGNOLIA MOBILE HOME PARK,RIVERSIDE,33-0382-MP,243.0,(909) 925-1919,"3500 BUCHANAN ST, RIVERSIDE, CA 92503",VILLA MAGNOLIA LP
KAMP ANZA KAMPGROUNDS,RIVERSIDE,33-0384-MP,0.0,(909) 925-1919,"41560 TERWILLIGER RD, ANZA, CA 92539",GRANT
SUNRISE ESTATES,RIVERSIDE,33-0385-MP,181.0,(909) 849-5081,"2200 W WILSON, BANNING, CA 92220",SUN SUNRISE ESTATES LLC
HERITAGE MH COMMUNITY,RIVERSIDE,33-0386-MP,196.0,(951) 676-5113,"31130 S. GENERAL KEARNY RD, TEMECULA, CA 92591",CAREFREE COMMUNITIES CA
COLONIAL CC,RIVERSIDE,33-0387-MP,550.0,(951) 925-2661,"601 N. KIRBY ST., HEMET, CA 92545",COLONIAL COUNTRY CLUB ESTATES LLC
CASA DE MOBLE,RIVERSIDE,33-0388-MP,2.0,(951) 674-1987,"32383 CORYDON RD, LAKE ELSINORE, CA 92530",CASA DE MOBILE
GREEN RIVER VILLAGE MHC,RIVERSIDE,33-0389-MP,333.0,(909) 737-7374,"4901 GREEN RIVER DR, CORONA, CA 92880",GREEN RIVER ASSOCIATION
HEMET WEST MOBILE ESTATES,RIVERSIDE,33-0391-MP,771.0,(714) 737-7374,"5001 W. FLORIDA AVE., HEMET, CA 92545",WESTERN STATES MOBILEHOME PARKS
MESA BLUFFS VILLAGE,RIVERSIDE,33-0392-MP,94.0,(760) 921-2627,"3589 WELLS RD, BLYTHE, CA 92225",MESA BLUFF VILLAGE LLC
CRESTMORE,RIVERSIDE,33-0393-MP,223.0,(951) 369-7327,"3825 CRESTMORE RD, RIVERSIDE, CA 92509",OLD PLANTATION INVESTORS LP/VALLEY GOLD LLC
PUEBLO DEL SOL MHP,RIVERSIDE,33-0395-MP,154.0,(760) 342-3099,"81351 AVE 46, INDIO, CA 92201",INDIO INVESTMENT COMPANY
PUEBLO SERENO MHP,RIVERSIDE,33-0396-MP,117.0,(619) 922-2916,"25521 LINCOLN AVE, HEMET, CA 92544",BOGGS
IDYLLWILD,RIVERSIDE,33-0397-MP,0.0,(909) 659-4097,"24400 CANYON TR, IDYLLWILD, CA 92549",THOUSAND TRAILS INC
SIERRA PINES MHP,RIVERSIDE,33-0398-MP,187.0,(909) 736-9522,"3883 BUCHANAN ST, RIVERSIDE, CA 92503",SHERMAN
JURUPA HILLS CASCADE MHC,RIVERSIDE,33-0399-MP,322.0,(909) 659-5130,"6130 CAMINO REAL, RIVERSIDE, CA 92509",CWS COMMUNITIES
RIVERSIDE MEADOWS,RIVERSIDE,33-0402-MP,358.0,(909) 659-5130,"4000 PIERCE ST, RIVERSIDE, CA 92505",RIVERSIDE MEADOWS LTD
SUN CALIENTE SANDS LLC,RIVERSIDE,33-0403-MP,118.0,(909) 925-6750,"35 100 DATE PALM DR, CATHEDRAL CITY, CA 92234",SUN CALIENTE SANDS LLC
SOBOBA SPRINGS MHP,RIVERSIDE,33-0404-MP,254.0,(909) 659-5130,"2230 LAKE PARK DR, SAN JACINTO, CA 92583",ZIMMER
INDIAN SPRINGS MOBILE HOME PARK,RIVERSIDE,33-0405-MP,194.0,(760) 346-6019,"49305 HWY 74, PALM DESERT, CA 92260",GOLDSTEIN
LAKE PERRIS VILLAGE MFD HOME COMMUNITY,RIVERSIDE,33-0406-MP,223.0,(951) 928-3151,"350 E SAN JACINTO AVE, PERRIS, CA 92571",WESTWIND ENTERPRISES LTD
PORTOLA PALMS HOMEOWNERS ASSOCIATION,RIVERSIDE,33-0407-MP,142.0,(619) 346-2215,"43 155 PORTOLA AVE, PALM DESERT, CA 92210",PORTOLA PALMS HOMEOWNERS ASSOCIATION
PALMDALE ESTATES,RIVERSIDE,33-0409-MP,151.0,(760) 398-6333,"51 555 MONROE ST, INDIO, CA 92201",TRICON-COB PALMDALE LP
PALM SPRINGS VIEW ESTATES,RIVERSIDE,33-0410-MP,184.0,(619) 328-7118,"6300 BOLERO DR, PALM SPRINGS, CA 92264",PALM SPRINGS VIEW ESTATES
EL DORADO PALMS ESTATES COMMUNITY,RIVERSIDE,33-0411-MP,377.0,(760) 328-2215,"6000 E PALM CANYON DR, PALM SPRINGS, CA 92264",EL DORADO PALMS ESTATES COMM ASST
MURRIETA PALMS,RIVERSIDE,33-0412-MP,71.0,(909) 677-6030,"26311 JACKSON ST, MURRIETA, CA 92563",C.G. INVESTMENTS LP
ANZA PINES MHP,RIVERSIDE,33-0413-MP,52.0,(714) 677-6030,"53651 HWY 371, ANZA, CA 92539",ANZA PINES LLC
GLEN IVY RV PARK INC,RIVERSIDE,33-0414-MP,0.0,(714) 677-6030,"24601 GLEN IVY RD, CORONA, CA 92883",GLEN IVY RV PARK OWNERS ASSOCIATION
RIVERSIDE CC,RIVERSIDE,33-0415-MP,137.0,(909) 687-5420,"9391 CALIFORNIA AVE, RIVERSIDE, CA 92503",WORLEY
HILLSIDE MH ESTATES,RIVERSIDE,33-0416-MP,270.0,(951) 679-2317,"27701 MURRIETA RD, SUN CITY, CA 92586",BROWN
RANCHO CABALLERO MHP,RIVERSIDE,33-0417-MP,303.0,(909) 780-9272,"15181 VAN BUREN BLVD, RIVERSIDE, CA 91752",RANCHO CABALLERO MOBILEHOME PARK
LAKE ST ANTHONY TRAVEL TP,RIVERSIDE,33-0418-MP,0.0,(909) 780-9272,"91250 AVE 68, MECCA, CA 92254",HARUTIAN
CHERRY VALLEY RANCH,RIVERSIDE,33-0419-MP,0.0,(760) 663-4941,"36805 BROOKSIDE AVE, BEAUMONT, CA 92223",YOUNIS
SAMS FAMILY SPA,RIVERSIDE,33-0421-MP,110.0,(909) 780-9272,"70875 DILLON RD, DESERT HOT SPRINGS, CA 92240",SAM'S FAMILY SPA
GOLDEN COACH MANOR,RIVERSIDE,33-0423-MP,171.0,(951) 925-1210,"575 S LYON AVE, HEMET, CA 92543",HERBOLD
LONDON SPIRES ESTATES,RIVERSIDE,33-0424-MP,165.0,(909) 658-1818,"725 W THORNTON AVE, HEMET, CA 92543",LOGAN A BOGGS ET AL
SUNBURST,RIVERSIDE,33-0426-MP,148.0,(909) 658-1818,"1895 W DEVONSHIRE ST, HEMET, CA 92543",HEMET PROPERTIES
VISTA DE ORO MHP,RIVERSIDE,33-0427-MP,120.0,(909) 658-1818,"45521 E FLORIDA AVE, HEMET, CA 92544",VISTA DE ORO MOBILEHOME PARK
GOLDEN VILLAGE PALMS RV RESORT,RIVERSIDE,33-0429-MP,0.0,(951) 925-2518,"3600 W FLORIDA AVE, HEMET, CA 92544",GVP
HUNTSMAN MHP,RIVERSIDE,33-0430-MP,86.0,(951) 674-4617,"31750 MACHADO ST, LAKE ELSINORE, CA 92530",HUNTSMAN MOBILE HOME PARK LLC
CORONA LA LINDA MHP,RIVERSIDE,33-0431-MP,132.0,(909) 734-1094,"777 S TEMESCAL ST, CORONA, CA 92879",CORONA LA LINDA ASSOCIATES LP
DESERT PALMS COMMUNITY LP,RIVERSIDE,33-0432-MP,70.0,(760) 329-7113,"17555 CORK HILL ROAD, DESERT HOT SPRINGS, CA 92241",DESERT PALMS COMMUNITY LP
PANORAMA COVE MH ESTATES,RIVERSIDE,33-0433-MP,152.0,(909) 734-1094,"32600 HWY 74, HEMET, CA 92545",KLEIN
TAMARISK PARK,RIVERSIDE,33-0436-MP,78.0,(909) 734-1094,"18075 LANGLOIS ROAD, DESERT HOT SPRINGS, CA 92241",LEE
BANNING STAGECOACH KOA,RIVERSIDE,33-0437-MP,1.0,(951) 849-7513,"1455 S SAN GORGONIO, BANNING, CA 92220",PHONG
SUN CITY MH ESTATES,RIVERSIDE,33-0438-MP,332.0,(951) 679-2011,"27601 SUN CITY BLVD, SUN CITY, CA 92586",SUN CITY INVESTMENT CO
DESERT VIEW MH CLUB,RIVERSIDE,33-0440-MP,153.0,(805) 965-7097,"18555 ROBERTS RD, DESERT HOT SPRINGS, CA 92241",DESERT VIEW MOBILEHOME CLUB LLC
SKY'S HAVEN HOA INC,RIVERSIDE,33-0441-MP,191.0,(760) 325-9500,"14777 PALM DR, DESERT HOT SPRINGS, CA 92240",SKY'S HAVEN HOA INC
COWBOY COUNTRY CAMPGROUND,RIVERSIDE,33-0442-MP,0.0,(714) 763-4665,"50005 BRADFORD RD, AGUANGA, CA 92536",PME MORTGAGE FUND INC
IL SORRENTO MHP,RIVERSIDE,33-0443-MP,233.0,(714) 846-5659,"23820 IRONWOOD, MORENO VALLEY, CA 92557",BARTOLI
COUNTRY HILLS RV PARK,RIVERSIDE,33-0444-MP,1.0,(909) 845-5919,"14711 MANZANITA RD, BEAUMONT, CA 92223",ROAD RUNNER RV
THE COLONY,RIVERSIDE,33-0445-MP,100.0,(909) 795-3510,"975 CALIFORNIA ST, CALIMESA, CA 92320",2003 COLONY GROUP
THE COLONY,RIVERSIDE,33-0446-MP,220.0,(760) 328-6000,"70377 GERALD FORD DR, RANCHO MIRAGE, CA 92270",HOMETOWN AMERICA LLC
INDIAN OAKS TP,RIVERSIDE,33-0447-MP,1.0,(951) 302-5399,"38120 E BENTON RD, TEMECULA, CA 92592",THESING
VILLA DEL MONTE,RIVERSIDE,33-0448-MP,183.0,(951) 654-2406,"1499 OLD MOUNTAIN AVE, SAN JACINTO, CA 92583",PVC PROPERTIES INC
THOUSAND TRAILS - PALM SPRINGS,RIVERSIDE,33-0449-MP,0.0,(760) 345-1682,"77 500 VARNER RD., PALM DESERT, CA 92211",THOUSAND TRAILS INC
PALM VIEW RESORT,RIVERSIDE,33-0450-MP,0.0,(714) 567-7791,"22200 RIVER RD, PERRIS, CA 92570",FAGAN
LAS PALMAS DE LA QUINTA,RIVERSIDE,33-0452-MP,305.0,(760) 347-1920,"80 000 AVE 48, INDIO, CA 92201",LAS PALMAS MHC
MAZE STONE VILLAGE,RIVERSIDE,33-0453-MP,62.0,(951) 926-4742,"24515 CALIFORNIA AVE, HEMET, CA 92545",MAZE STONE VILLAGE INC
HIDDEN SPRINGS COUNTRY CLUB,RIVERSIDE,33-0456-MP,315.0,(760) 329-9333,"15500 BUBBLING WELLS RD, DESERT HOT SPRINGS, CA 92240",SANDS MHP & COUNTRY CLUB LLC
CALIFORNIAN MHP,RIVERSIDE,33-0457-MP,159.0,(714) 567-7791,"1150 N. KIRBY ST, HEMET, CA 92543",GEORGE
CASTROS TP,RIVERSIDE,33-0458-MP,85.0,(999) 398-4850,"53-450 TYLER ST, COACHELLA, CA 92236",CASTRO
SILENT VALLEY CLUB,RIVERSIDE,33-0460-MP,0.0,(999) 398-4850,"46 200 POPPET FLATS RD, BANNING, CA 92220",SILENT VALLEY CLUB INC
BRAVO MHP,RIVERSIDE,33-0461-MP,156.0,(999) 398-4850,"4041 PEDLEY RD, RIVERSIDE, CA 92509",BRAVO COMMUNITY LLC
MOUNTAIN AIR MH ESTATES,RIVERSIDE,33-0463-MP,131.0,(909) 849-7953,"4133 W WILSON, BANNING, CA 92220",NORDQUIST
DESERT OASIS MH PARK,RIVERSIDE,33-0465-MP,61.0,(909) 849-7953,"17850 CORK HILL ROAD, DESERT HOT SPRINGS, CA 92240",LENZ
MOUNTAIN LYON RV PARK,RIVERSIDE,33-0467-MP,0.0,(951) 925-5812,"235 S LYON AVE, HEMET, CA 92543",GROUP XIII PROPERTIES LP
MOUNTAIN VIEW MHP,RIVERSIDE,33-0470-MP,69.0,(999) 755-8814,"485 IDYLLWILD DR, SAN JACINTO, CA 92583",REGOS
DESERT SKY RV ESTATES,RIVERSIDE,33-0472-MP,89.0,(951) 925-3010,"1190 N PALM AVE, HEMET, CA 92546",1097 N STATE LLC
ELM TRAILER PARK LLC,RIVERSIDE,33-0473-MP,43.0,(951) 781-3938,"5741 MISSION BLVD, RIVERSIDE, CA 92509",MCLEMORE
MOUNTAIN CIRCLE TP,RIVERSIDE,33-0474-MP,9.0,(714) 995-0127,"56400 HWY 371, ANZA, CA 92539",JOKOBS
RANCHO MIRAGE RV & MOBILE VILLAGE LLC,RIVERSIDE,33-0476-MP,48.0,(760) 328-1177,"70 210 HWY 111, RANCHO MIRAGE, CA 92270",PACERA
BLUE SKIES VILLAGE,RIVERSIDE,33-0477-MP,141.0,(760) 328-2600,"70 260 HWY 111, RANCHO MIRAGE, CA 92270",BLUE SKIES VILLAGE HOA
RANCHO MIRAGE MOBILEHOME COMMUNITY,RIVERSIDE,33-0479-MP,288.0,(760) 328-7664,"69975 FRANK SINATRA DR, RANCHO MIRAGE, CA 92270",RANCHO MIRAGE MOBILEHOME COMMUNITYLP
NORTH SHORE MARINA MHP,RIVERSIDE,33-0481-MP,10.0,(760) 393-1131,"99 175 SEA VIEW RD, MECCA, CA 92254",BENSON
THE VILLAGE RIVERSIDE,RIVERSIDE,33-0483-MP,159.0,(909) 393-1131,"3663 BUCHANAN ST, RIVERSIDE, CA 92503",WESTCREEK CORP
CASA DEL SOL RV PARK,RIVERSIDE,33-0484-MP,0.0,(909) 925-2515,"2750 W ACACIA AVE, HEMET, CA 92545",INNOVATIVE REAL ESTATE
INDIAN WELLS RV PARK,RIVERSIDE,33-0486-MP,0.0,(760) 347-0895,"47 340 JEFFERSON ST, INDIO, CA 92201",NHC- CA 101 LLC
ARABIAN GARDENS MHP,RIVERSIDE,33-0487-MP,66.0,(480) 556-0550,"43 532 CLINTON ST, INDIO, CA 92201",ARABIAN GARDENS MHP PARTNERS LP
CAMPERS RESORT OF AMERICA,RIVERSIDE,33-0488-MP,0.0,(909) 925-2515,"25485 RAMONA EXPY, PERRIS, CA 92571",CAMPER RESORTS OF AMERICA
COUNTRYWOOD ESTATES,RIVERSIDE,33-0489-MP,90.0,(951) 735-0650,"307 S SMITH AVE, CORONA, CA 92882",SIERRA
DESERT POOLS RESORT,RIVERSIDE,33-0491-MP,1.0,(714) 735-0650,"70405 DILLON RD, DESERT HOT SPRINGS, CA 92241",LOKEN
CATALINA RV SPA,RIVERSIDE,33-0492-MP,0.0,(714) 735-0650,"18800 CORK HILL ROAD, DESERT HOT SPRINGS, CA 92240",CATALINA SPA & RV INC
LA CANADA MOBILE ESTATES,RIVERSIDE,33-0493-MP,8.0,(760) 398-0212,"81900 AVE 52 OFFICE # 31, INDIO, CA 92201",EMPIRE POLO CLUB
LINDA VISTA MOBILE HOME PARK,RIVERSIDE,33-0495-MP,143.0,(951) 845-2167,"5700 W WILSON, BANNING, CA 92220",LINDA VISTA PARK PARTNERS LLC
DESERT SANDS MANUFACTURED HOME COMMUNITY LP,RIVERSIDE,33-0496-MP,254.0,(760) 324-5282,"32 750 DATE PALM DR, CATHEDRAL CITY, CA 92234",DESERT SANDS MANUFACTURED HOME COMMUNITY LP
WILDERNESS LAKES,RIVERSIDE,33-0497-MP,0.0,(951) 246-4825,"30605 BRIGGS RD, MENIFEE, CA 92584",MHC NAC INC
GALWAY DOWNS MHP,RIVERSIDE,33-0498-MP,24.0,(951) 303-0405,"38801 LOS CORRALITOS, TEMECULA, CA 92592",GALWAY DOWNS PROPERTY MGMT.
EDEN ROC NORTH MOBILE VILLA,RIVERSIDE,33-0500-MP,122.0,(909) 925-1015,"1525 W OAKLAND AVE, HEMET, CA 92543",EGAN
DIAMOND VALLEY RV RESORT,RIVERSIDE,33-0501-MP,0.0,(818) 480-7900,"344 N STATE ST, SAN JACINTO, CA 92582",KELLY MAC
ARABIAN GARDEN MOBILE ESTATES,RIVERSIDE,33-0503-MP,182.0,(909) 925-1015,"81 600 FRED WARING DR, INDIO, CA 92201",ARABIAN GARDENS MHP PARTNERSHIP LP
VILLA CORONA MHP,RIVERSIDE,33-0504-MP,187.0,(909) 734-0301,"1550 RIMPAU AVE, CORONA, CA 92881",VILLA CORONA MOBILE HOME PARK LLC
CORONA PALMS,RIVERSIDE,33-0505-MP,180.0,(909) 734-0301,"13381 MAGNOLIA AVE, CORONA, CA 92879",BUSCH CARR & MCADOO
PEPPERTREE RV PARK,RIVERSIDE,33-0507-MP,0.0,(909) 734-0301,"32401 STONEMAN ST, LAKE ELSINORE, CA 92530",CHAPMAN
THE CANYON,RIVERSIDE,33-0509-MP,308.0,(760) 324-4336,"34 400 CATHEDRAL CANYON DR, CATHEDRAL CITY, CA 92234",
FOOTHILLS OF HEMET,RIVERSIDE,33-0511-MP,253.0,(619) 342-2345,"1250 N. KIRBY ST., HEMET, CA 92543",BARTOLI
OUTDOOR RESORTS RANCHO CALIFORNIA,RIVERSIDE,33-0512-MP,0.0,(909) 767-0848,"45525 HWY 795, AGUANGA, CA 92536",OUTDOOR RESORTS RANCHO CALIFORNIA INC
SOUTH MESA MHP,RIVERSIDE,33-0514-MP,43.0,(909) 478-2481,"763 W AVE L, CALIMESA, CA 92320",ROCKING HORSE LTD. C/O DAVID CLIFFORD
DESERT SPRINGS RV PARK,RIVERSIDE,33-0515-MP,0.0,(909) 599-9266,"17325 JOHNSON RD, DESERT HOT SPRINGS, CA 92240",DESERT SPRINGS SPA RV LLC
PLANTATION ON THE LAKE,RIVERSIDE,33-0516-MP,557.0,(909) 795-4503,"10961 DESERT LAWN DR, CALIMESA, CA 92320",PLANTATION COMPANY LLC
DESERT WILLOWS PROPERTY OWNERS ASSOC.,RIVERSIDE,33-0518-MP,49.0,(619) 329-4855,"65 565 ACOMA AVE, DESERT HOT SPRINGS, CA 92240",DESERT WILLOWS PROPERTY OWNERS ASSOCIATION
MOUNTAIN VIEW MHP,RIVERSIDE,33-0519-MP,141.0,(619) 329-4855,"24600 MOUNTAIN AVE, HEMET, CA 92544",MVP140 LLC
LAKE PARK RV RESORT LLC,RIVERSIDE,33-0520-MP,0.0,(951) 674-7911,"32000 RIVERSIDE DR, LAKE ELSINORE, CA 92530",LAKE PARK RV RESORT LLC
SANTIAGO ESTATES RIVERSIDE,RIVERSIDE,33-0523-MP,88.0,(909) 674-7911,"2595 ATLANTA AVE, RIVERSIDE, CA 92507",WORLEY
HEATHER ESTATES MH COMMUNITY,RIVERSIDE,33-0527-MP,180.0,(909) 674-7911,"1300 W. MENLO AVE., HEMET, CA 92544",HEATHER ESTATES LTD
CALIENTE SPRINGS RV PARK,RIVERSIDE,33-0529-MP,2.0,(760) 329-2979,"70 200 DILLON RD, DESERT HOT SPRINGS, CA 92240",TIMOTHY MANTHEI ET AL
QUAIL VALLEY PARK,RIVERSIDE,33-0530-MP,0.0,(909) 674-7911,"70 201 AURORA RD, DESERT HOT SPRINGS, CA 92240",QUAIL VALLEY ASSOCIATION INC
PARKVIEW ESTATES MHC,RIVERSIDE,33-0531-MP,200.0,(951) 654-3900,"913  GRAND AVE, SAN JACINTO, CA 92582",PARKVIEW MHC LP
CREEKSIDE MHP,RIVERSIDE,33-0532-MP,92.0,(909) 674-7911,"21650 TEMESCAL CANYON, CORONA, CA 92883",ADGER
PALM DRIVE,RIVERSIDE,33-0533-MP,85.0,(909) 674-7911,"15687 S. PALM DRIVE, DESERT HOT SPRINGS, CA 92240",VAGABOND VILLAGE
BRAVO ESTATES,RIVERSIDE,33-0539-MP,238.0,(909) 674-7911,"4080 PEDLEY RD, RIVERSIDE, CA 92509",BRAVO ESTATES
PARK PLACE MH COMMUNITY,RIVERSIDE,33-0540-MP,205.0,(909) 674-7911,"80 E DAWES ST, PERRIS, CA 92571",WESTWIND ENTERPRISES LTD
SKY VALLEY EAST CORP,RIVERSIDE,33-0542-MP,138.0,(909) 674-7911,"74 711 DILLON RD, DESERT HOT SPRINGS, CA 92240",SKY VALLEY EAST CORP
EMERALD DESERT GOLF\RV RESORT,RIVERSIDE,33-0543-MP,9.0,(619) 345-4770,"76 000 FRANK SINATRA DR, PALM DESERT, CA 92211",EMERALD DESERT LLC
WEEKEND PARADISE,RIVERSIDE,33-0544-MP,0.0,(619) 345-4770,"16006 GRAND AVE, LAKE ELSINORE, CA 92530",KRAFT
ELSINORE HILLS RV PARK,RIVERSIDE,33-0545-MP,0.0,(951) 674-8204,"18860 DEXTER AVE, LAKE ELSINORE, CA 92532",ELSINORE HILLS RV PARK LLC
JOSHUA SPRINGS,RIVERSIDE,33-0546-MP,105.0,(619) 345-4770,"18070 LANGLOIS RD, DESERT HOT SPRINGS, CA 92240",JOSHUA SPRINGS MOBILEHOME OA
SUN MEADOWS,RIVERSIDE,33-0547-MP,392.0,(951) 672-3549,"27250 MURRIETA RD, MENIFEE, CA 92586",SAUL
SUNCREST CC,RIVERSIDE,33-0548-MP,360.0,(760) 346-5866,"73450 COUNTRY CLUB DR, PALM DESERT, CA 92260",BEFELD
MOUNTAIN SPRINGS MFD HOME COMMUNITY,RIVERSIDE,33-0550-MP,193.0,(909) 849-5741,"3800 W WILSON, BANNING, CA 92220",MOUNTAIN SPRINGS ESTATES
THE COVE RV RESORT,RIVERSIDE,33-0551-MP,0.0,(760) 922-5350,"500 RIVIERA DR, BLYTHE, CA 92225",ROWE
DESTINY - MCINTYRE,RIVERSIDE,33-0552-MP,2.0,(909) 849-5741,"26TH STREET, BLYTHE, CA 92225",ALPINE MCINTYRE LLC
VISTA MONTANA,RIVERSIDE,33-0554-MP,260.0,(619) 329-4481,"15300 PALM DR, DESERT HOT SPRINGS, CA 92240",VISTA MONTANA HOA
SUN CANYON ESTATES MHP,RIVERSIDE,33-0555-MP,204.0,(619) 329-4481,"22840 STERLING, PALM SPRINGS, CA 92262",SANTIAGO SUN CANYON
VISTA GRANDE SPA MHP,RIVERSIDE,33-0556-MP,111.0,(619) 329-4481,"17625 LANGLOIS RD, DESERT HOT SPRINGS, CA 92241",CANZONERI
CORK HILL PALMS RV PARK,RIVERSIDE,33-0558-MP,67.0,(619) 329-4481,"17640 CORK HILL RD, DESERT HOT SPRINGS, CA 92241",RUDOLPH
MEADOW BROOK RV PARK,RIVERSIDE,33-0559-MP,0.0,(714) 943-7233,"26734 PEACH ST, RIVERSIDE, CA 91752",MEADOWBROOK RV PARK
DE LARA RANCH MOBILE HOME PARK,RIVERSIDE,33-0560-MP,14.0,(626) 375-4575,"87-985 AVENUE 52, COACHELLA, CA 92236",ESPERANZA DE LARA FAMILY TRUST
PALMERA ESTATES MHP,RIVERSIDE,33-0561-MP,121.0,(714) 943-7233,"51 374 TYLER ST, COACHELLA, CA 92236",LAS PALMERAS HOUSING ASSO.
HEMET PARK ESTATES,RIVERSIDE,33-0562-MP,108.0,(909) 925-6750,"1400 E MENLO AVE., HEMET, CA 92544",HEMET PARK ESTATES LLC
SHADOW HILLS RV RESORT,RIVERSIDE,33-0563-MP,0.0,(760) 860-1010,"40 655 JEFFERSON ST, INDIO, CA 92201",SHADOW HILLS RV RESORT
OASIS PALMS RV PARK,RIVERSIDE,33-0564-MP,0.0,(619) 397-1011,"90 123 AVE 91, DESERT SHORES, CA 92274",JENKINS
RANCHO POLO,RIVERSIDE,33-0565-MP,20.0,(619) 399-1970,"82800 AVE 58, THERMAL, CA 92274",TANNER
IDYLLWILD ARTS,RIVERSIDE,33-0566-MP,0.0,(909) 659-2171,"52500 TEMECULA DR, IDYLLWILD, CA 92549",IDYLLWILD ARTS FOUNDATION
THE ROADRUNNER,RIVERSIDE,33-0567-MP,2.0,(909) 674-8717,"32500 RIVERSIDE DR, LAKE ELSINORE, CA 92530",ROADRUNNER RV PARK LLC
SANDS RV RESORT,RIVERSIDE,33-0652-MP,0.0,(714) 943-7233,"16400 BUBBLING WELLS RD, DESERT HOT SPRINGS, CA 92240",SUN SANDS RV RESORT LLC
PALM VIEW ESTATES,RIVERSIDE,33-10320-MP,118.0,(909) 981-2700,"64550 PIERSON BLVD, DESERT HOT SPRINGS, CA 92240",PALM VIEW ESTATES LLC
CATHEDRAL PALMS RV RESORT,RIVERSIDE,33-10622-MP,0.0,,"35901 CATHEDRAL CANYON DR, CATHEDRAL CITY, CA 92234",CATHEDRAL PALMS RV RESORT
SANTIAGO  ESTATES OF PEDLEY,RIVERSIDE,33-10701-MP,122.0,(714) 744-4993,"3700 QUARTZ CYN RD, RIVERSIDE, CA 92509",SANTIAGO ESTATES OF PEDLEY LLP
BEDROCK MOTEL & CAMPGROUND,RIVERSIDE,33-10781-MP,0.0,,"16790 GRAND AVE, LAKE ELSINORE, CA 92530",PAQUETTE
